OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
51-8021,Stationary Engineers and Boiler Operators,detailed,33840,2.3,35.18,73170,0.8,19.89,24.99,32.52,42.86,54.64,41360,51970,67640,89160,113660
51-8030,Water and Wastewater Treatment Plant and System Operators,broad,120710,0.9,27.91,58050,0.3,17.64,21.5,26.39,32.59,39.95,36680,44720,54890,67790,83090
51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,120710,0.9,27.91,58050,0.3,17.64,21.5,26.39,32.59,39.95,36680,44720,54890,67790,83090
51-8090,Miscellaneous Plant and System Operators,broad,82630,2.4,38.46,80000,0.6,22.2,29.43,38.8,48.05,51.75,46180,61210,80710,99930,107650
51-8091,Chemical Plant and System Operators,detailed,17980,4.0,38.2,79450,1.1,22.91,28.77,38.48,48.06,52.15,47650,59830,80030,99960,108470
51-8092,Gas Plant Operators,detailed,15930,4.3,39.91,83020,0.9,25.64,31.85,39.69,47.68,52.09,53330,66250,82560,99180,108340
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,33360,3.3,42.36,88120,0.8,27.87,36.6,45.47,49.24,52.99,57970,76130,94580,102410,110220
51-8099,"Plant and System Operators, All Other",detailed,15370,5.3,28.8,59890,1.5,17.36,21.82,27.37,34.37,41.32,36120,45390,56940,71500,85950
51-9000,Other Production Occupations,minor,2532530,0.3,22.46,46710,0.2,15.02,17.43,21.1,25.63,31.26,31250,36250,43880,53310,65010
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,173420,1.6,26.78,55700,0.4,17.17,20,24.18,30.69,38.96,35710,41590,50300,63840,81050
51-9011,Chemical Equipment Operators and Tenders,detailed,120260,1.5,27.57,57350,0.5,17.4,20.95,24.86,32.12,40.54,36200,43580,51720,66810,84310
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,53170,2.6,24.98,51960,0.6,16.39,18.76,23.13,28.63,35.07,34100,39010,48120,59560,72950
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,144230,1.2,22.65,47120,0.3,16.05,18.15,21.86,26.04,30.31,33370,37760,45460,54160,63040
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,26210,2.3,22.31,46390,0.7,15.7,17.75,21.4,25.89,30.37,32650,36920,44510,53850,63180
51-9022,"Grinding and Polishing Workers, Hand",detailed,12290,4.4,19.95,41490,1.1,14.49,16.63,18.72,22.62,27.88,30140,34600,38940,47050,57990
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,105740,1.4,23.05,47950,0.3,16.39,18.56,22.16,26.67,30.62,34090,38610,46100,55470,63700
51-9030,Cutting Workers,broad,59950,1.6,21.18,44050,0.5,15.37,17.62,20.82,23.98,27.93,31960,36650,43300,49880,58100
51-9031,"Cutters and Trimmers, Hand",detailed,7220,4.2,18.88,39260,0.8,13.83,15.43,17.81,20.86,26.13,28770,32090,37040,43400,54350
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,52720,1.8,21.49,44700,0.6,15.75,18,21.31,24.31,28,32760,37430,44310,50570,58240
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,57080,1.8,21.45,44610,0.4,15.43,17.7,20.52,23.91,29.5,32100,36810,42670,49730,61350
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,57080,1.8,21.45,44610,0.4,15.43,17.7,20.52,23.91,29.5,32100,36810,42670,49730,61350
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,14820,3.1,22.86,47540,0.7,16.55,18.37,21.94,26.28,30.45,34430,38200,45640,54660,63340
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,14820,3.1,22.86,47540,0.7,16.55,18.37,21.94,26.28,30.45,34430,38200,45640,54660,63340
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,584630,1.0,23.68,49260,0.3,15.36,17.88,22.04,27.9,34.72,31950,37190,45850,58030,72210
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,584630,1.0,23.68,49260,0.3,15.36,17.88,22.04,27.9,34.72,31950,37190,45850,58030,72210
51-9070,Jewelers and Precious Stone and Metal Workers,broad,24060,4.1,25,52000,1.1,14.81,17.56,22.81,29.84,37.74,30790,36510,47450,62070,78500
51-9071,Jewelers and Precious Stone and Metal Workers,detailed,24060,4.1,25,52000,1.1,14.81,17.56,22.81,29.84,37.74,30790,36510,47450,62070,78500
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,broad,64970,1.9,23.36,48590,0.6,15.36,17.67,21.46,27.06,34.84,31950,36760,44640,56280,72470
51-9081,Dental Laboratory Technicians,detailed,34190,2.0,25.19,52390,0.6,16.32,18.39,22.93,29.27,37.24,33940,38250,47690,60880,77460
51-9082,Medical Appliance Technicians,detailed,12550,5.9,23.49,48860,1.2,16.9,18.38,21.62,25.42,33.68,35160,38220,44960,52880,70060
51-9083,Ophthalmic Laboratory Technicians,detailed,18240,5.4,19.85,41280,1.2,14.44,16.65,18.13,21.9,26.72,30030,34630,37720,45540,55580
51-9110,Packaging and Filling Machine Operators and Tenders,broad,371600,0.8,19.81,41200,0.3,14.45,16.56,18.43,22.38,26.96,30050,34440,38330,46540,56070
51-9111,Packaging and Filling Machine Operators and Tenders,detailed,371600,0.8,19.81,41200,0.3,14.45,16.56,18.43,22.38,26.96,30050,34440,38330,46540,56070
51-9120,Painting Workers,broad,166570,1.5,23.17,48200,0.3,15.81,18.07,21.8,25.9,31.72,32890,37580,45340,53880,65980
51-9123,"Painting, Coating, and Decorating Workers",detailed,10700,3.7,21.18,44050,1.4,14.74,16.82,19.34,23.55,28.44,30660,34980,40230,48980,59160
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,155880,1.5,23.31,48480,0.3,16.01,18.17,21.9,26.17,31.92,33300,37790,45560,54440,66390
51-9140,Semiconductor Processing Technicians,broad,26450,2.7,23.54,48970,0.3,15.2,18.51,22.04,27.24,32.63,31610,38510,45850,56660,67870
51-9141,Semiconductor Processing Technicians,detailed,26450,2.7,23.54,48970,0.3,15.2,18.51,22.04,27.24,32.63,31610,38510,45850,56660,67870
51-9150,Photographic Process Workers and Processing Machine Operators,broad,5770,9.4,20.14,41900,2.6,14.13,15.36,17.12,21.47,31.48,29390,31950,35620,44650,65480
51-9151,Photographic Process Workers and Processing Machine Operators,detailed,5770,9.4,20.14,41900,2.6,14.13,15.36,17.12,21.47,31.48,29390,31950,35620,44650,65480
51-9160,Computer Numerically Controlled Tool Operators and Programmers,broad,215710,1.4,25.58,53200,0.3,17.61,20.2,23.89,29.44,35.54,36630,42010,49690,61220,73930
51-9161,Computer Numerically Controlled Tool Operators,detailed,187670,1.5,24.54,51030,0.3,17.49,19.42,23.34,28.67,32.2,36380,40390,48550,59630,66970
51-9162,Computer Numerically Controlled Tool Programmers,detailed,28030,1.9,32.52,67650,0.6,22.11,25.84,30.5,37.6,45.61,45980,53750,63440,78200,94880
51-9190,Miscellaneous Production Workers,broad,623280,0.6,20.36,42360,0.3,14.33,16.5,18.63,23.09,28.53,29800,34310,38750,48020,59350
51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,12510,3.3,21.35,44400,0.7,15,17.15,20.93,24.21,28.29,31200,35660,43540,50350,58840
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,15210,2.7,19.95,41500,0.6,15.08,17.01,18.92,22.37,26.05,31370,35370,39340,46530,54180
51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,6500,2.3,21.56,44840,0.8,15.08,17.67,20.4,24.77,29.86,31370,36760,42420,51530,62120
51-9194,Etchers and Engravers,detailed,8140,6.2,20.57,42780,2.1,14,16,19.25,23.04,29.5,29120,33280,40040,47920,61360
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,38480,2.3,21.5,44710,0.6,15.64,17.86,20.82,23.71,28.72,32540,37150,43310,49330,59740
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,96460,1.1,23.52,48910,0.3,17.11,18.77,22.71,27.25,30.91,35590,39040,47250,56690,64290
51-9197,Tire Builders,detailed,20660,1.5,25.93,53930,0.6,18.24,22.25,26,29.97,32.07,37940,46280,54080,62330,66700
51-9198,Helpers--Production Workers,detailed,181810,1.0,18.35,38160,0.4,13.76,15.58,17.65,20.48,24,28630,32400,36700,42600,49910
51-9199,"Production Workers, All Other",detailed,243500,1.1,19.9,41400,0.3,14.05,15.9,18,22.36,28.41,29220,33070,37430,46520,59090
53-0000,Transportation and Material Moving Occupations,major,13752760,0.1,22.45,46690,0.2,14.07,16.6,19.26,24.46,32.46,29270,34520,40050,50880,67510
53-1000,Supervisors of Transportation and Material Moving Workers,minor,603350,0.6,30.7,63860,0.2,19,22.89,29.09,36.52,44.28,39510,47600,60500,75950,92110
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,broad,603350,0.6,30.7,63860,0.2,19,22.89,29.09,36.52,44.28,39510,47600,60500,75950,92110
53-1041,Aircraft Cargo Handling Supervisors,detailed,9020,2.9,31.23,64950,0.6,22.01,24.23,28.33,36.67,43.94,45770,50390,58920,76270,91400
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,594330,0.6,30.69,63840,0.2,18.96,22.86,29.09,36.51,44.3,39440,47560,60510,75940,92140
53-2000,Air Transportation Workers,minor,313070,0.9,*,140030,0.9,*,*,*,*,*,45190,65040,97320,175250,#
53-2010,Aircraft Pilots and Flight Engineers,broad,146420,1.1,*,209680,1.3,*,*,*,*,*,76270,107780,171210,#,#
53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,93670,1.3,*,250050,1.6,*,*,*,*,*,101710,142770,219140,#,#
53-2012,Commercial Pilots,detailed,52750,2.0,*,138010,1.2,*,*,*,*,*,56260,79440,113080,168700,#
53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,40630,1.5,49.59,103140,0.8,18.76,24.82,43.89,73.14,90.33,39020,51620,91290,152130,187890
53-2021,Air Traffic Controllers,detailed,22310,0.7,65.77,136790,0.3,36.63,46.57,66.05,84.96,96.63,76190,96870,137380,176720,200990
53-2022,Airfield Operations Specialists,detailed,18320,3.2,29.88,62140,1.2,16.28,19.09,24.59,35.77,51.38,33870,39700,51140,74410,106860
53-2030,Flight Attendants,broad,126020,1.1,*,70980,0.4,*,*,*,*,*,39580,49690,68370,86610,104100
53-2031,Flight Attendants,detailed,126020,1.1,*,70980,0.4,*,*,*,*,*,39580,49690,68370,86610,104100
53-3000,Motor Vehicle Operators,minor,4353340,0.4,23.96,49830,0.2,13.99,17.95,22.83,28.81,35.77,29100,37340,47490,59920,74410
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad,11520,3.2,16.55,34420,0.9,11.26,13.39,15.66,17.74,22.08,23410,27850,32580,36900,45930
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,11520,3.2,16.55,34420,0.9,11.26,13.39,15.66,17.74,22.08,23410,27850,32580,36900,45930
53-3030,Driver/Sales Workers and Truck Drivers,broad,3511470,0.4,24.43,50810,0.2,14.2,18.36,23.14,29.14,36.17,29540,38180,48120,60610,75230
53-3031,Driver/Sales Workers,detailed,463120,2.4,18.38,38230,0.9,10,12.45,17.03,22.42,29.37,20800,25900,35420,46640,61080
53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,2044400,0.7,26.92,55990,0.3,18,22.08,26.12,30.29,36.91,37440,45920,54320,63010,76780
53-3033,Light Truck Drivers,detailed,1003960,0.5,22.16,46090,0.2,13.5,16.88,20.42,24.57,36.1,28070,35110,42470,51110,75090
53-3050,Passenger Vehicle Drivers,broad,779210,0.6,22.25,46280,0.3,13.5,16.69,21.19,26.66,33.29,28070,34700,44080,55450,69250
53-3051,"Bus Drivers, School",detailed,371530,0.9,21.74,45210,0.4,13.16,17.45,21.95,25.43,29.48,27380,36290,45660,52900,61320
53-3052,"Bus Drivers, Transit and Intercity",detailed,184990,0.7,28.78,59860,0.4,18.09,22.21,28.93,36.88,39.74,37630,46210,60170,76700,82660
53-3053,Shuttle Drivers and Chauffeurs,detailed,204930,1.1,17.75,36920,0.3,12.38,14.32,16.94,20,24,25750,29790,35240,41600,49920
53-3054,Taxi Drivers,detailed,17770,2.8,16.88,35120,1.0,13,14.39,16.67,17.93,19.53,27040,29920,34680,37280,40630
53-3090,Miscellaneous Motor Vehicle Operators,broad,51140,3.5,19.22,39970,1.4,11.8,13.89,17.16,22.33,30.49,24550,28890,35690,46440,63410
53-3099,"Motor Vehicle Operators, All Other",detailed,51140,3.5,19.22,39970,1.4,11.8,13.89,17.16,22.33,30.49,24550,28890,35690,46440,63410
53-4000,Rail Transportation Workers,minor,111600,0.3,34.69,72150,0.3,24.79,30.13,35.53,38.75,43.21,51550,62670,73890,80600,89880
53-4010,Locomotive Engineers and Operators,broad,34820,0.6,35.86,74600,0.3,27.87,32.53,35.75,38.54,44.55,57960,67660,74360,80150,92670
53-4011,Locomotive Engineers,detailed,32390,0.5,36.48,75870,0.3,28.58,35.21,35.95,38.63,44.55,59450,73240,74770,80340,92670
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,2430,4.4,27.69,57580,1.1,18.65,23.6,27.44,30.31,36.77,38800,49080,57070,63050,76470
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",broad,13610,0.9,30.21,62840,0.4,21.32,27.51,30.55,32.47,37.56,44350,57220,63540,67540,78120
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",detailed,13610,0.9,30.21,62840,0.4,21.32,27.51,30.55,32.47,37.56,44350,57220,63540,67540,78120
53-4030,Railroad Conductors and Yardmasters,broad,46490,0.3,34.72,72220,0.3,26.25,29.89,34.2,37.74,47.7,54610,62180,71130,78490,99210
53-4031,Railroad Conductors and Yardmasters,detailed,46490,0.3,34.72,72220,0.3,26.25,29.89,34.2,37.74,47.7,54610,62180,71130,78490,99210
53-4040,Subway and Streetcar Operators,broad,14860,0.7,37.2,77370,0.4,26.29,35.37,40.51,40.53,41.88,54690,73570,84270,84310,87110
53-4041,Subway and Streetcar Operators,detailed,14860,0.7,37.2,77370,0.4,26.29,35.37,40.51,40.53,41.88,54690,73570,84270,84310,87110
53-4090,Miscellaneous Rail Transportation Workers,broad,1830,8.6,24.39,50730,1.4,17.03,18.91,21.47,26.12,41.1,35420,39330,44660,54320,85490
53-4099,"Rail Transportation Workers, All Other",detailed,1830,8.6,24.39,50730,1.4,17.03,18.91,21.47,26.12,41.1,35420,39330,44660,54320,85490
53-5000,Water Transportation Workers,minor,76040,2.2,38,79030,1.3,17.25,22.66,31.22,47.86,64.38,35880,47130,64930,99560,133910
53-5010,Sailors and Marine Oilers,broad,29960,3.9,25.71,53470,1.3,15.5,18.25,23.27,30.14,38.07,32240,37960,48400,62700,79180
53-5011,Sailors and Marine Oilers,detailed,29960,3.9,25.71,53470,1.3,15.5,18.25,23.27,30.14,38.07,32240,37960,48400,62700,79180
53-5020,Ship and Boat Captains and Operators,broad,37220,2.3,45.42,94480,1.7,19.57,27.91,39.72,57.88,77.52,40710,58050,82630,120380,161240
53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,34520,2.7,47.03,97820,1.5,21.44,29.11,42.66,59.44,77.65,44600,60550,88730,123640,161510
53-5022,Motorboat Operators,detailed,2710,8.2,24.91,51810,2.4,13.89,17.24,22.32,31.01,38.92,28890,35860,46420,64490,80960
53-5030,Ship Engineers,broad,8860,3.4,48.34,100550,1.1,27.47,33.12,45.32,58.84,68.23,57140,68880,94270,122390,141910
53-5031,Ship Engineers,detailed,8860,3.4,48.34,100550,1.1,27.47,33.12,45.32,58.84,68.23,57140,68880,94270,122390,141910
53-6000,Other Transportation Workers,minor,305390,1.9,19.28,40110,0.6,12.76,14.39,16.84,19.77,28.48,26540,29930,35020,41120,59250
53-6010,Bridge and Lock Tenders,broad,3460,4.0,24.07,50070,1.4,13.94,16.03,23.62,30.89,33.6,28990,33340,49120,64250,69880
53-6011,Bridge and Lock Tenders,detailed,3460,4.0,24.07,50070,1.4,13.94,16.03,23.62,30.89,33.6,28990,33340,49120,64250,69880
53-6020,Parking Attendants,broad,118130,4.0,15.72,32700,0.6,11.01,13.69,15.79,17.51,19.47,22890,28470,32840,36420,40500
53-6021,Parking Attendants,detailed,118130,4.0,15.72,32700,0.6,11.01,13.69,15.79,17.51,19.47,22890,28470,32840,36420,40500
53-6030,Transportation Service Attendants,broad,117460,1.5,17.37,36140,0.4,13.45,14.53,16.83,18.65,22.38,27980,30230,35000,38790,46540
53-6031,Automotive and Watercraft Service Attendants,detailed,92530,1.8,16.6,34530,0.4,13.19,14.25,16.26,17.87,21.07,27430,29640,33820,37170,43830
53-6032,Aircraft Service Attendants,detailed,24940,4.1,20.25,42110,0.6,15.4,17.3,18.8,22.12,25.87,32040,35980,39110,46010,53820
53-6040,Traffic Technicians,broad,7530,2.4,27.25,56680,0.7,17.45,20.56,25.12,32.39,37.9,36290,42770,52240,67370,78840
53-6041,Traffic Technicians,detailed,7530,2.4,27.25,56680,0.7,17.45,20.56,25.12,32.39,37.9,36290,42770,52240,67370,78840
53-6050,Transportation Inspectors,broad,27670,1.8,40.35,83920,0.8,19.13,28.9,41.96,46.94,62.03,39790,60110,87290,97630,129020
53-6051,Transportation Inspectors,detailed,27670,1.8,40.35,83920,0.8,19.13,28.9,41.96,46.94,62.03,39790,60110,87290,97630,129020
53-6060,Passenger Attendants,broad,20190,5.3,17.68,36780,0.8,13,15.39,17.12,18.98,22.93,27040,32020,35620,39470,47680
53-6061,Passenger Attendants,detailed,20190,5.3,17.68,36780,0.8,13,15.39,17.12,18.98,22.93,27040,32020,35620,39470,47680
53-6090,Miscellaneous Transportation Workers,broad,10940,4.8,20.93,43530,2.0,13.14,15.24,19.37,25,30.62,27340,31700,40300,52000,63680
53-6099,"Transportation Workers, All Other",detailed,10940,4.8,20.93,43530,2.0,13.14,15.24,19.37,25,30.62,27340,31700,40300,52000,63680
53-7000,Material Moving Workers,minor,7989980,0.2,19.05,39620,0.2,14.01,15.96,17.93,21.49,24.93,29140,33200,37290,44710,51860
53-7010,Conveyor Operators and Tenders,broad,24660,2.6,20.63,42900,0.5,15.75,16.97,18.88,22.6,28.8,32770,35290,39260,47000,59910
53-7011,Conveyor Operators and Tenders,detailed,24660,2.6,20.63,42900,0.5,15.75,16.97,18.88,22.6,28.8,32770,35290,39260,47000,59910
53-7020,Crane and Tower Operators,broad,42260,2.8,32.71,68040,1.4,18.85,23.26,31.1,37.85,47.51,39200,48380,64690,78720,98820
53-7021,Crane and Tower Operators,detailed,42260,2.8,32.71,68040,1.4,18.85,23.26,31.1,37.85,47.51,39200,48380,64690,78720,98820
53-7030,Dredge Operators,broad,940,9.7,25.82,53700,1.7,18.21,21,24.25,29.17,34.89,37870,43670,50440,60670,72570
53-7031,Dredge Operators,detailed,940,9.7,25.82,53700,1.7,18.21,21,24.25,29.17,34.89,37870,43670,50440,60670,72570
53-7040,Hoist and Winch Operators,broad,2230,6.6,31.64,65810,3.0,16.23,19.47,26.9,45.01,53.59,33760,40490,55950,93630,111470
53-7041,Hoist and Winch Operators,detailed,2230,6.6,31.64,65810,3.0,16.23,19.47,26.9,45.01,53.59,33760,40490,55950,93630,111470
53-7050,Industrial Truck and Tractor Operators,broad,778920,0.5,21.98,45720,0.2,16.95,18.4,21.38,24.05,28.78,35260,38270,44470,50010,59860
53-7051,Industrial Truck and Tractor Operators,detailed,778920,0.5,21.98,45720,0.2,16.95,18.4,21.38,24.05,28.78,35260,38270,44470,50010,59860
53-7060,Laborers and Material Movers,broad,6935980,0.2,18.46,38400,0.2,13.85,15.58,17.65,20.66,23.68,28810,32410,36720,42960,49260
53-7061,Cleaners of Vehicles and Equipment,detailed,365290,0.9,16.95,35250,0.3,11.81,13.89,16.42,18.51,22.33,24560,28880,34150,38500,46450
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,3008300,0.3,19.12,39760,0.2,14.18,16.36,18.1,21.61,24.17,29480,34040,37660,44950,50280
53-7063,Machine Feeders and Offbearers,detailed,44500,2.1,19.71,41000,0.3,14.37,16.64,18.87,22.4,25.63,29880,34610,39250,46590,53320
53-7064,"Packers and Packagers, Hand",detailed,645210,1.0,17.05,35450,0.2,12.44,14.53,16.74,19.03,21.68,25880,30220,34830,39580,45100
53-7065,Stockers and Order Fillers,detailed,2872680,0.3,18.27,37990,0.1,14.02,15.46,17.5,19.89,23.5,29150,32160,36390,41370,48890
53-7070,Pumping Station Operators,broad,34200,3.9,31.41,65320,1.4,17.95,23.02,30.06,38.11,45.23,37340,47890,62530,79270,94070
53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,4400,10.9,30.68,63810,1.8,17.54,22.82,29.75,36.24,44.93,36480,47470,61870,75370,93450
53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,11570,5.5,28.2,58650,2.0,17.45,21.02,26.29,34.94,41.07,36290,43720,54690,72680,85430
53-7073,Wellhead Pumpers,detailed,18230,6.2,33.62,69930,1.6,18.51,26.78,34.53,38.98,46.44,38490,55700,71830,81080,96600
53-7080,Refuse and Recyclable Material Collectors,broad,135430,1.3,22.99,47810,0.7,14.45,17.36,22,28.06,32.68,30050,36100,45760,58360,67970
53-7081,Refuse and Recyclable Material Collectors,detailed,135430,1.3,22.99,47810,0.7,14.45,17.36,22,28.06,32.68,30050,36100,45760,58360,67970
53-7120,"Tank Car, Truck, and Ship Loaders",broad,11400,4.7,29.1,60530,1.5,18.68,22.35,28.18,34.96,42.7,38850,46500,58620,72710,88810
53-7121,"Tank Car, Truck, and Ship Loaders",detailed,11400,4.7,29.1,60530,1.5,18.68,22.35,28.18,34.96,42.7,38850,46500,58620,72710,88810
53-7190,Miscellaneous Material Moving Workers,broad,23970,3.4,22.04,45840,1.0,15.5,16.75,19.38,23.3,30.5,32240,34830,40310,48460,63430
53-7199,"Material Moving Workers, All Other",detailed,23970,3.4,22.04,45840,1.0,15.5,16.75,19.38,23.3,30.5,32240,34830,40310,48460,63430
